**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.91000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 90720.12155293  82304.31659169      100000     9.07201e-01     2.91205e-05
181428.47787004 164587.08479921      200000     9.07142e-01     2.81094e-05
272139.93115806 246875.38212462      300000     9.07133e-01     2.74723e-05
362850.56757332 329162.59731933      400000     9.07126e-01     2.81534e-05
453558.04764375 411444.11738380      500000     9.07116e-01     2.86244e-05
544272.22661587 493737.56849528      600000     9.07120e-01     2.85679e-05
634983.77291347 576026.04011985      700000     9.07120e-01     2.82372e-05
725698.99544043 658321.34794557      800000     9.07124e-01     2.81975e-05
816405.88617807 740601.45602075      900000     9.07118e-01     2.80734e-05
907114.73604074 822885.12442922     1000000     9.07115e-01     2.79801e-05
997827.99027448 905176.93409753     1100000     9.07116e-01     2.80408e-05
1088537.69112279 987462.40559539     1200000     9.07115e-01     2.81817e-05
1179241.91241076 1069737.74815004     1300000     9.07109e-01     2.81566e-05
1269949.63250395 1152019.97296075     1400000     9.07107e-01     2.85169e-05
1360652.39291086 1234292.87665078     1500000     9.07102e-01     2.86136e-05
1451362.83566159 1316579.63191617     1600000     9.07102e-01     2.86447e-05
1542072.48531488 1398864.63330848     1700000     9.07101e-01     2.84867e-05
1632781.23036229 1481148.56941206     1800000     9.07101e-01     2.86663e-05
1723493.51825056 1563438.66371161     1900000     9.07102e-01     2.86852e-05
1814201.81760466 1645721.19512809     2000000     9.07101e-01     2.85388e-05
