**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.19000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 18997.18030245   3611.71156086      100000     1.89972e-01     2.78297e-05
 37989.94403448   7222.04726532      200000     1.89950e-01     2.93401e-05
 56982.14844916  10831.85740319      300000     1.89940e-01     2.87998e-05
 75975.73453371  14442.46929890      400000     1.89939e-01     2.92218e-05
 94968.78485155  18052.90246974      500000     1.89938e-01     2.95246e-05
113959.99578728  21662.82444177      600000     1.89933e-01     3.00390e-05
132954.45470638  25274.05337093      700000     1.89935e-01     3.05109e-05
151951.42751287  28886.43883328      800000     1.89939e-01     3.11168e-05
170946.10600681  32497.59946798      900000     1.89940e-01     3.11955e-05
189943.35339954  36109.55120090     1000000     1.89943e-01     3.10737e-05
208934.36296625  39719.04499723     1100000     1.89940e-01     3.08938e-05
227927.04455972  43329.22778379     1200000     1.89939e-01     3.07887e-05
246918.98740237  46939.75267819     1300000     1.89938e-01     3.11788e-05
265911.20918234  50549.97013480     1400000     1.89937e-01     3.12179e-05
284904.32793509  54160.48679217     1500000     1.89936e-01     3.12240e-05
303895.23511805  57770.11866567     1600000     1.89935e-01     3.12015e-05
322889.76806778  61381.38075046     1700000     1.89935e-01     3.13304e-05
341881.81672265  64991.63037420     1800000     1.89934e-01     3.14068e-05
360876.26918422  68602.59403320     1900000     1.89935e-01     3.13704e-05
379869.99189400  72213.51252983     2000000     1.89935e-01     3.14536e-05
