**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.70000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 69989.01821876  48987.75336188      100000     6.99890e-01     3.12665e-05
139976.03347490  97972.99914216      200000     6.99880e-01     3.27470e-05
209961.95463985 146956.49822236      300000     6.99873e-01     3.25230e-05
279946.89280509 195938.69901618      400000     6.99867e-01     3.26051e-05
349930.79400673 244919.41012008      500000     6.99862e-01     3.25779e-05
419915.43199991 293900.97713344      600000     6.99859e-01     3.22674e-05
489897.86242648 342879.64272230      700000     6.99854e-01     3.23149e-05
559882.07756313 391860.76962519      800000     6.99853e-01     3.23046e-05
629866.80272681 440842.93577818      900000     6.99852e-01     3.26581e-05
699849.53841259 489822.10935873     1000000     6.99850e-01     3.27329e-05
769836.89016514 538807.57309836     1100000     6.99852e-01     3.26388e-05
839821.80879567 587789.61987259     1200000     6.99852e-01     3.25509e-05
909807.04849691 636772.34994921     1300000     6.99852e-01     3.26565e-05
979793.89505272 685757.02195610     1400000     6.99853e-01     3.25275e-05
1049778.75465507 734739.12710287     1500000     6.99853e-01     3.25586e-05
1119765.65713828 783724.04455139     1600000     6.99854e-01     3.25564e-05
1189750.11748693 832705.48192011     1700000     6.99853e-01     3.25181e-05
1259734.74822436 881687.18165768     1800000     6.99853e-01     3.24973e-05
1329720.74608691 930670.84089977     1900000     6.99853e-01     3.25028e-05
1399704.72328251 979651.74579382     2000000     6.99852e-01     3.25448e-05
