**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.65000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 64989.73978358  42240.03531581      100000     6.49897e-01     3.37254e-05
129976.82489291  84476.06473146      200000     6.49884e-01     3.09484e-05
194965.21653874 126714.07370481      300000     6.49884e-01     3.09606e-05
259950.98651660 168948.65312452      400000     6.49877e-01     3.09116e-05
324937.85952591 211184.83012493      500000     6.49876e-01     3.12100e-05
389925.51634613 253422.20218707      600000     6.49876e-01     3.17028e-05
454912.61727330 295658.39460247      700000     6.49875e-01     3.14018e-05
519895.66443981 337889.49172555      800000     6.49870e-01     3.13929e-05
584884.45698204 380128.00329307      900000     6.49872e-01     3.13271e-05
649873.01125762 422366.40694643     1000000     6.49873e-01     3.14762e-05
714860.85448042 464603.85085843     1100000     6.49874e-01     3.15658e-05
779844.10610178 506835.34093547     1200000     6.49870e-01     3.16523e-05
844829.74872675 549069.64932391     1300000     6.49869e-01     3.15028e-05
909816.12935731 591305.19876541     1400000     6.49869e-01     3.15760e-05
974806.11382688 633545.15048724     1500000     6.49871e-01     3.14516e-05
1039795.81752855 675785.02901795     1600000     6.49872e-01     3.15251e-05
1104778.65461412 718015.78968959     1700000     6.49870e-01     3.14764e-05
1169765.40706117 760251.81262716     1800000     6.49870e-01     3.15294e-05
1234752.88023767 802488.94642768     1900000     6.49870e-01     3.16684e-05
1299738.04693233 844722.84209320     2000000     6.49869e-01     3.16734e-05
