**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.89000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 88847.72089464  78942.07999133      100000     8.88477e-01     2.90491e-05
177690.45696461 157875.52351008      200000     8.88452e-01     3.01551e-05
266538.45198537 236818.15166546      300000     8.88462e-01     2.99901e-05
355383.54692104 315755.67284531      400000     8.88459e-01     3.00232e-05
444226.45346765 394689.18220675      500000     8.88453e-01     2.97966e-05
533076.18771035 473634.52451565      600000     8.88460e-01     2.91467e-05
621918.72777813 552567.48864858      700000     8.88455e-01     2.92614e-05
710764.01919497 631505.63861433      800000     8.88455e-01     2.97186e-05
799613.92047953 710451.57497069      900000     8.88460e-01     2.96243e-05
888454.68231183 789381.51296825     1000000     8.88455e-01     2.97904e-05
977297.62333644 868315.02694661     1100000     8.88452e-01     2.96571e-05
1066144.42925186 947255.92998936     1200000     8.88454e-01     2.99805e-05
1154988.06985035 1026191.15218270     1300000     8.88452e-01     3.02109e-05
1243835.17268072 1105132.26857085     1400000     8.88454e-01     3.02241e-05
1332673.64555723 1184057.99741601     1500000     8.88449e-01     3.02002e-05
1421515.81664230 1262990.31691649     1600000     8.88447e-01     3.01914e-05
1510358.98928523 1341924.54131948     1700000     8.88446e-01     3.02573e-05
1599202.33336583 1420858.90299802     1800000     8.88446e-01     3.02229e-05
1688047.29526969 1499796.29614890     1900000     8.88446e-01     3.02747e-05
1776892.88367346 1578734.83348283     2000000     8.88446e-01     3.03367e-05
