**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.09000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
  8995.64581637    811.96228426      100000     8.99565e-02     2.74585e-05
 17991.62048375   1624.32761000      200000     8.99581e-02     2.91779e-05
 26984.78364649   2436.39000041      300000     8.99493e-02     3.04272e-05
 35979.50516970   3248.83964435      400000     8.99488e-02     3.13192e-05
 44974.23987470   4061.25710518      500000     8.99485e-02     3.17852e-05
 53964.91477262   4872.57692017      600000     8.99415e-02     3.14837e-05
 62958.08542029   5683.88831434      700000     8.99401e-02     3.06149e-05
 71949.52826583   6495.47342309      800000     8.99369e-02     3.06939e-05
 80939.58237251   7307.01503963      900000     8.99329e-02     3.09846e-05
 89932.62808176   8118.84267102     1000000     8.99326e-02     3.09651e-05
 98928.10302052   8931.69934044     1100000     8.99346e-02     3.14874e-05
107923.21250909   9743.76084956     1200000     8.99360e-02     3.13147e-05
116919.26458499  10556.77884475     1300000     8.99379e-02     3.17740e-05
125916.81720198  11369.13637866     1400000     8.99406e-02     3.15031e-05
134909.78101667  12181.12996576     1500000     8.99399e-02     3.15760e-05
143906.76996875  12993.55311321     1600000     8.99417e-02     3.14557e-05
152899.14534020  13805.65331390     1700000     8.99407e-02     3.16477e-05
161893.36995343  14617.87854565     1800000     8.99408e-02     3.17031e-05
170888.33465280  15430.16097950     1900000     8.99412e-02     3.17127e-05
179880.88029909  16241.98176694     2000000     8.99404e-02     3.17081e-05
