**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.03000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
  2995.28604179     92.41911207      100000     2.99529e-02     2.70173e-05
  5989.08544544    185.34329186      200000     2.99454e-02     2.99878e-05
  8982.36000909    277.92489503      300000     2.99412e-02     2.99409e-05
 11974.70165686    370.49330829      400000     2.99368e-02     3.00240e-05
 14969.35186087    463.05629291      500000     2.99387e-02     2.97866e-05
 17965.36643556    555.70301356      600000     2.99423e-02     2.96317e-05
 20959.29308611    648.35132583      700000     2.99418e-02     2.97020e-05
 23951.18376277    740.91086019      800000     2.99390e-02     2.97961e-05
 26944.18505162    833.64105935      900000     2.99380e-02     2.99850e-05
 29938.48133113    926.67463029     1000000     2.99385e-02     3.03620e-05
 32931.33143062   1019.42521477     1100000     2.99376e-02     3.04919e-05
 35926.25359670   1112.78051544     1200000     2.99385e-02     3.10006e-05
 38919.82298290   1205.65855198     1300000     2.99383e-02     3.11263e-05
 41909.68450221   1298.01832606     1400000     2.99355e-02     3.10224e-05
 44903.51965472   1390.89506951     1500000     2.99357e-02     3.11185e-05
 47895.70795525   1483.55047085     1600000     2.99348e-02     3.11257e-05
 50889.41558688   1576.59996888     1700000     2.99350e-02     3.13105e-05
 53883.83858984   1670.03305273     1800000     2.99355e-02     3.16640e-05
 56880.32076418   1763.35498550     1900000     2.99370e-02     3.18569e-05
 59874.26160952   1856.14061076     2000000     2.99371e-02     3.18385e-05
