**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.01000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
   995.12119519     12.62234322      100000     9.95121e-03     2.71968e-05
  1989.78216956     25.53438732      200000     9.94891e-03     2.86911e-05
  2982.09469213     38.28290758      300000     9.94032e-03     2.87998e-05
  3976.96055755     51.47602747      400000     9.94240e-03     2.98387e-05
  4968.39683863     64.23011338      500000     9.93679e-03     2.97204e-05
  5958.42367055     77.26779083      600000     9.93071e-03     3.01607e-05
  6951.97503825     90.13973660      700000     9.93139e-03     3.01385e-05
  7948.37564413    102.88470541      800000     9.93547e-03     2.98923e-05
  8940.28219481    115.87837766      900000     9.93365e-03     3.00764e-05
  9934.27028549    128.59393961     1000000     9.93427e-03     2.99042e-05
 10923.68935686    141.73322795     1100000     9.93063e-03     3.02310e-05
 11916.84673672    154.86743663     1200000     9.93071e-03     3.04373e-05
 12911.88031294    167.94269834     1300000     9.93222e-03     3.05378e-05
 13904.20359390    181.00090101     1400000     9.93157e-03     3.06502e-05
 14896.05416810    193.89088395     1500000     9.93070e-03     3.06417e-05
 15889.23804667    206.64892309     1600000     9.93077e-03     3.05353e-05
 16883.68836397    220.17835593     1700000     9.93158e-03     3.08804e-05
 17880.17699089    233.51616566     1800000     9.93343e-03     3.10581e-05
 18875.61738780    246.36167421     1900000     9.93454e-03     3.09690e-05
 19871.11740149    259.76022622     2000000     9.93556e-03     3.11648e-05
