**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.68000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 67989.02136315  46228.61439416      100000     6.79890e-01     3.54413e-05
135973.06460148  92450.37752904      200000     6.79865e-01     3.50302e-05
203962.56882553 138679.17740989      300000     6.79875e-01     3.35971e-05
271945.72969926 184899.62960280      400000     6.79864e-01     3.35746e-05
339930.85502656 231122.67050305      500000     6.79862e-01     3.33962e-05
407914.52950984 277343.71025312      600000     6.79858e-01     3.32299e-05
475903.63571978 323572.03413398      700000     6.79862e-01     3.29661e-05
543888.65293726 369795.06930085      800000     6.79861e-01     3.31073e-05
611874.59181370 416018.88287830      900000     6.79861e-01     3.26895e-05
679861.23410924 462243.90571861     1000000     6.79861e-01     3.26081e-05
747847.51774858 508468.61891669     1100000     6.79861e-01     3.27033e-05
815836.81154461 554697.33360084     1200000     6.79864e-01     3.27064e-05
883820.04398175 600917.82753660     1300000     6.79862e-01     3.27252e-05
951808.76832482 647145.55979786     1400000     6.79863e-01     3.25777e-05
1019793.99467773 693368.98609354     1500000     6.79863e-01     3.27500e-05
1087782.08070276 739596.01301436     1600000     6.79864e-01     3.27210e-05
1155766.73418856 785818.52258320     1700000     6.79863e-01     3.27836e-05
1223755.46637548 832046.44198950     1800000     6.79864e-01     3.27636e-05
1291742.71651931 878272.31393006     1900000     6.79865e-01     3.27287e-05
1359729.51440728 924497.28632987     2000000     6.79865e-01     3.25551e-05
