**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.47000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 46992.72394319  22085.79906794      100000     4.69927e-01     2.63803e-05
 93983.57940573  44170.39861135      200000     4.69918e-01     2.91631e-05
140975.38466470  66255.86491831      300000     4.69918e-01     3.00044e-05
187968.10061156  88342.47558183      400000     4.69920e-01     3.11462e-05
234960.92327197 110428.84746908      500000     4.69922e-01     3.11531e-05
281952.05750922 132513.47414034      600000     4.69920e-01     3.08938e-05
328942.19307134 154597.38553773      700000     4.69917e-01     3.10275e-05
375934.13398336 176683.11800073      800000     4.69918e-01     3.12833e-05
422921.23096200 198764.37674896      900000     4.69912e-01     3.15697e-05
469913.69390948 220850.24473627     1000000     4.69914e-01     3.13650e-05
516905.00818228 242935.05664332     1100000     4.69914e-01     3.12189e-05
563897.81642471 265021.49936936     1200000     4.69915e-01     3.12860e-05
610889.92086149 287107.57977441     1300000     4.69915e-01     3.15730e-05
657880.69783863 309191.82767517     1400000     4.69915e-01     3.14011e-05
704870.48463641 331275.25802795     1500000     4.69914e-01     3.13275e-05
751861.56827188 353360.06514859     1600000     4.69913e-01     3.13619e-05
798855.68979667 375448.03468414     1700000     4.69915e-01     3.15730e-05
845845.09831591 397531.37358196     1800000     4.69914e-01     3.16488e-05
892838.49817374 419618.28309642     1900000     4.69915e-01     3.16216e-05
939828.95486467 441702.04688649     2000000     4.69914e-01     3.14073e-05
