**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.13000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 12996.11773360   1691.60731768      100000     1.29961e-01     2.61656e-05
 25994.17787750   3384.16763884      200000     1.29971e-01     2.84061e-05
 38992.83832774   5077.09274388      300000     1.29976e-01     2.98487e-05
 51985.35353703   6768.33229231      400000     1.29963e-01     3.03496e-05
 64979.07014235   8459.81215423      500000     1.29958e-01     3.05061e-05
 77975.05004657  10151.69129172      600000     1.29958e-01     3.02954e-05
 90966.82976105  11842.70520401      700000     1.29953e-01     3.04684e-05
103960.64846038  13534.57525000      800000     1.29951e-01     3.10059e-05
116954.38935636  15226.09268971      900000     1.29949e-01     3.10546e-05
129947.24391505  16917.43410918     1000000     1.29947e-01     3.11479e-05
142939.73986256  18609.08523435     1100000     1.29945e-01     3.15905e-05
155936.84962223  20301.41833407     1200000     1.29947e-01     3.15284e-05
168928.98839695  21992.60564082     1300000     1.29945e-01     3.15883e-05
181926.01718203  23684.77916376     1400000     1.29947e-01     3.14363e-05
194920.16171381  25376.42301811     1500000     1.29947e-01     3.14511e-05
207917.02119749  27069.14548689     1600000     1.29948e-01     3.16973e-05
220910.03653052  28760.66831010     1700000     1.29947e-01     3.17965e-05
233903.31797555  30451.78853868     1800000     1.29946e-01     3.16226e-05
246896.83099400  32143.66417142     1900000     1.29946e-01     3.18329e-05
259892.16452025  33835.67364847     2000000     1.29946e-01     3.18525e-05
