**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.04000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
  3995.32591904    162.36657025      100000     3.99533e-02     2.74028e-05
  7991.07517064    325.10214851      200000     3.99554e-02     2.90787e-05
 11983.04402261    487.04409034      300000     3.99435e-02     2.79987e-05
 15975.35001576    649.69056797      400000     3.99384e-02     2.91526e-05
 19970.98652977    812.47472437      500000     3.99420e-02     2.95882e-05
 23963.89028519    974.78744360      600000     3.99398e-02     2.94567e-05
 27959.16611703   1137.43130281      700000     3.99417e-02     2.95652e-05
 31952.16044485   1300.20041082      800000     3.99402e-02     3.00309e-05
 35947.37084862   1463.04811730      900000     3.99415e-02     3.02837e-05
 39941.97625733   1625.95455326     1000000     3.99420e-02     3.05931e-05
 43937.79617732   1789.19006681     1100000     3.99435e-02     3.10571e-05
 47931.58129656   1951.82431488     1200000     3.99430e-02     3.10783e-05
 51922.94986146   2114.92303323     1300000     3.99407e-02     3.16019e-05
 55917.77258346   2277.75979936     1400000     3.99413e-02     3.16665e-05
 59912.81017672   2441.03727555     1500000     3.99419e-02     3.20049e-05
 63905.96007889   2603.16284143     1600000     3.99412e-02     3.16753e-05
 67897.71636645   2765.87455113     1700000     3.99398e-02     3.17948e-05
 71892.46984412   2928.65737293     1800000     3.99403e-02     3.18074e-05
 75886.71831203   3091.46377691     1900000     3.99404e-02     3.18524e-05
 79877.46523860   3254.23205622     2000000     3.99387e-02     3.20137e-05
