**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.23000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 22996.58105148   5291.17467315      100000     2.29966e-01     2.74727e-05
 45988.23713059  10580.42985926      200000     2.29941e-01     2.92004e-05
 68980.87791573  15870.45481314      300000     2.29936e-01     3.08325e-05
 91976.65590737  21161.68584337      400000     2.29942e-01     3.10569e-05
114972.35688578  26453.06308812      500000     2.29945e-01     3.15548e-05
137965.28412447  31742.59244609      600000     2.29942e-01     3.09329e-05
160960.77032018  37033.62144766      700000     2.29944e-01     3.09499e-05
183955.31422804  42324.63199217      800000     2.29944e-01     3.14812e-05
206946.28878398  47613.37455293      900000     2.29940e-01     3.11983e-05
229937.80912897  52903.09761137     1000000     2.29938e-01     3.17015e-05
252933.83118799  58194.25844354     1100000     2.29940e-01     3.15383e-05
275930.58452057  63486.24971898     1200000     2.29942e-01     3.18140e-05
298922.32542445  68775.73008930     1300000     2.29940e-01     3.18890e-05
321914.21027113  74065.44865325     1400000     2.29939e-01     3.20762e-05
344907.61303311  79355.43125948     1500000     2.29938e-01     3.19490e-05
367900.68506074  84645.24481398     1600000     2.29938e-01     3.18272e-05
390896.25203691  89936.34116949     1700000     2.29939e-01     3.17994e-05
413892.18329814  95227.91353488     1800000     2.29940e-01     3.19460e-05
436883.90270681 100517.35802595     1900000     2.29939e-01     3.19767e-05
459876.07529620 105806.98393167     2000000     2.29938e-01     3.19908e-05
