**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.17000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 16997.17317991   2891.78741197      100000     1.69972e-01     2.74845e-05
 33992.58731268   5783.55586515      200000     1.69963e-01     3.03795e-05
 50984.53752238   8674.32609103      300000     1.69948e-01     3.19418e-05
 67974.23564747  11564.04430419      400000     1.69936e-01     3.20063e-05
 84967.24235644  14454.63043464      500000     1.69934e-01     3.15318e-05
101964.56861717  17346.83135783      600000     1.69941e-01     3.14599e-05
118957.60250911  20238.01046249      700000     1.69939e-01     3.20329e-05
135951.82186008  23129.66916891      800000     1.69940e-01     3.25585e-05
152943.96174977  26020.17156928      900000     1.69938e-01     3.24679e-05
169935.73267424  28910.48620005     1000000     1.69936e-01     3.23330e-05
186930.31986196  31801.53774394     1100000     1.69937e-01     3.20223e-05
203923.94168889  34692.30324029     1200000     1.69937e-01     3.17985e-05
220915.27777343  37582.52065014     1300000     1.69935e-01     3.17851e-05
237908.29172392  40473.46800601     1400000     1.69934e-01     3.18877e-05
254898.48929149  43363.54189305     1500000     1.69932e-01     3.20324e-05
271892.13056747  46254.55802664     1600000     1.69933e-01     3.20165e-05
288887.27052517  49146.22972371     1700000     1.69934e-01     3.20884e-05
305882.52983336  52037.63158276     1800000     1.69935e-01     3.19799e-05
322877.20601909  54928.72138006     1900000     1.69935e-01     3.18228e-05
339869.03528140  57819.72163887     2000000     1.69935e-01     3.21205e-05
