**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.14000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 13995.75204578   1961.50539426      100000     1.39958e-01     2.69464e-05
 27990.58206664   3923.88419542      200000     1.39953e-01     3.26039e-05
 41982.15767546   5884.73961733      300000     1.39941e-01     3.24480e-05
 55975.47780445   7845.86437923      400000     1.39939e-01     3.18227e-05
 69968.98894215   9807.03736957      500000     1.39938e-01     3.14371e-05
 83961.45332685  11768.19050560      600000     1.39936e-01     3.16352e-05
 97954.58037969  13729.59125294      700000     1.39935e-01     3.18654e-05
111948.71120866  15691.52187398      800000     1.39936e-01     3.23493e-05
125945.21758025  17653.66662710      900000     1.39939e-01     3.22249e-05
139938.86760905  19614.79474480     1000000     1.39939e-01     3.19081e-05
153934.79579088  21576.90703626     1100000     1.39941e-01     3.19640e-05
167929.10018836  23538.79693628     1200000     1.39941e-01     3.22039e-05
181922.58827674  25500.40351819     1300000     1.39940e-01     3.23648e-05
195913.59542920  27460.83670175     1400000     1.39938e-01     3.21605e-05
209909.66750803  29422.85478349     1500000     1.39940e-01     3.20950e-05
223905.29258174  31384.56470423     1600000     1.39941e-01     3.19232e-05
237899.92187380  33346.27783855     1700000     1.39941e-01     3.19375e-05
251890.73208415  35307.08788016     1800000     1.39939e-01     3.20424e-05
265884.94422204  37268.78278231     1900000     1.39939e-01     3.21008e-05
279877.43932484  39230.06392487     2000000     1.39939e-01     3.21867e-05
