**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.97000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 96375.59940449  92886.16798420      100000     9.63756e-01     3.60638e-05
192762.49144720 185794.01516088      200000     9.63812e-01     3.56231e-05
289140.78705007 278685.38148238      300000     9.63803e-01     3.57745e-05
385523.17380254 371584.57948579      400000     9.63808e-01     3.57141e-05
481915.62847074 464503.25505972      500000     9.63831e-01     3.58183e-05
578291.24871917 557389.67177950      600000     9.63819e-01     3.62076e-05
674672.54893109 650286.58952098      700000     9.63818e-01     3.58457e-05
771055.33865988 743186.65296996      800000     9.63819e-01     3.59173e-05
867433.54756290 836078.02168971      900000     9.63815e-01     3.61236e-05
963809.78509106 928965.36846873     1000000     9.63810e-01     3.60666e-05
1060170.03157986 1021822.16404859     1100000     9.63791e-01     3.62683e-05
1156540.05396625 1114697.62235077     1200000     9.63783e-01     3.62850e-05
1252918.97596875 1207590.29140738     1300000     9.63784e-01     3.63423e-05
1349296.01074393 1300479.15812201     1400000     9.63783e-01     3.62739e-05
1445670.30636109 1393362.94441156     1500000     9.63780e-01     3.63475e-05
1542044.46132005 1486246.38349134     1600000     9.63778e-01     3.63644e-05
1638417.91016746 1579128.53931175     1700000     9.63775e-01     3.64251e-05
1734791.04875808 1672010.18276268     1800000     9.63773e-01     3.65266e-05
1831162.44905382 1764888.23761252     1900000     9.63770e-01     3.64921e-05
1927532.67177319 1857764.27344069     2000000     9.63766e-01     3.65865e-05
